"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"14830","BraA09g035430.3C",-0.0636911819555845,6.88347734537585,0.528854300793945,0.467088933829068,0.752276740205087,"AT1G29470",NA,"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",87.976
"14831","BraA01g038730.3C",-0.18422266858952,2.03643137296368,0.528819977794054,0.46710338818702,0.752276740205087,"AT3G12670","CTPS2","CTP synthase family protein",91.006
"14832","BraA04g004550.3C",0.178867127161427,2.47485967820826,0.528788124659336,0.467116803058513,0.752276740205087,"AT3G55500","ATEXP16",NA,88.378
"14833","BraA10g019830.3C",-0.0970747768298778,4.44488491011007,0.528784675968975,0.467118255503267,0.752276740205087,"AT5G20840","SAC4","Phosphoinositide phosphatase family protein",89.383
"14834","BraA07g036260.3C",-0.0565661296116571,5.24635399790551,0.528615308405714,0.46718959497852,0.752340909049946,"AT1G71820","SEC6","SEC6",93.56
"14835","BraA06g014970.3C",-0.229656260805698,1.71341206774726,0.528332486985832,0.467308761414347,0.752362141325473,"AT1G19360","RRA3","Nucleotide-diphospho-sugar transferase family protein",85.559
"14836","BraA09g030220.3C",0.0560568040800245,7.33851468771643,0.528327044995205,0.467311054867981,0.752362141325473,"AT1G36730",NA,"Translation initiation factor IF2/IF5",83.073
"14837","BraA09g004740.3C",-0.111811635583764,3.01126351629205,0.528292401102277,0.467325655493193,0.752362141325473,"AT5G30490",NA,NA,80.939
"14838","BraA09g003460.3C",0.100222415135985,3.68346076785054,0.528285031664659,0.467328761427803,0.752362141325473,"AT3G28490",NA,NA,79.531
"14839","BraA02g012640.3C",-0.15327568497557,2.51138626125312,0.528039993528381,0.467432054437482,0.752477721976048,"AT5G56890",NA,"Protein kinase superfamily protein",81.349
"14840","BraA09g059120.3C",0.128360101125203,3.61523268231141,0.527921756346544,0.467481909062115,0.752495315637743,"AT1G14780",NA,"MAC/Perforin domain-containing protein",87.068
"14841","BraA09g005630.3C",-0.328180212610456,1.707987625562,0.52785181374847,0.467511404325094,0.752495315637743,"AT5G26220","AtGGCT2;1","ChaC-like family protein",86.036
"14842","BraA03g061140.3C",-0.142251256611609,2.21649448536503,0.527789970839137,0.467537486382091,0.752495315637743,"AT2G44020",NA,"Mitochondrial transcription termination factor family protein",84.211
"14843","BraA08g000620.3C",0.121321613337465,3.92620530793718,0.527640534207748,0.46760052045969,0.752546064322649,"AT1G55540","LNO1","Nuclear pore complex protein",84.596
"14844","BraA07g039290.3C",-0.167715071538551,3.10861030644342,0.527174454195425,0.467797205952996,0.752811887348771,"AT1G75800",NA,"Pathogenesis-related thaumatin superfamily protein",82.679
"14845","BraA07g017210.3C",-0.184800159260757,1.87180289625421,0.526866157749303,0.467927379851414,0.752970646675014,"AT5G65650",NA,"Protein of unknown function (DUF1195)",86.949
"14846","BraA06g026140.3C",0.294029681960737,1.8688566666711,0.526486165508665,0.468087906337179,0.753085203131773,"AT5G62520","SRO5","similar to RCD one 5",79.259
"14847","BraA08g012060.3C",0.0778277134375696,4.03404638847721,0.526449375041178,0.468103453045613,0.753085203131773,"AT4G16765",NA,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",88.949
"14848","BraA02g006460.3C",0.159210164507699,2.71011296497245,0.526430363430496,0.468111487189893,0.753085203131773,"AT5G16410",NA,"HXXXD-type acyl-transferase family protein",81.798
"14849","BraA04g016830.3C",0.0853151590686572,4.06508957774968,0.526399163027644,0.468124672693557,0.753085203131773,"AT2G22830","SQE2",NA,87.679
"14850","BraA07g026930.3C",-0.245992336163455,0.8708539308248,0.526135251536257,0.46823622736079,0.753213939339701,"AT1G77690","LAX3","like AUX1 3",90.96
"14851","BraA10g008480.3C",-0.0904247248222983,5.2064479061153,0.52592018499524,0.46832716698119,0.753309498676632,"AT5G50100","DCC1","Putative thiol-disulphide oxidoreductase DCC",82.25
"14852","BraA08g022550.3C",-0.145997597487154,2.75048639583895,0.525794504610104,0.46838032332799,0.753344274418194,"AT4G39200",NA,"Ribosomal protein S25 family protein",94.801
"14853","BraA05g011880.3C",0.130531586709477,2.93165375804465,0.525602925803351,0.468461369974375,0.753423901295892,"AT4G33270","AtCDC20.1",NA,77.684
"14854","BraA05g030430.3C",-0.17544427366043,2.12442873818047,0.525253101108213,0.468609420067037,0.753513991465497,"AT3G16850",NA,NA,84.176
"14855","BraA05g042050.3C",0.073438375870882,4.88482401746958,0.525241264523924,0.46861443076954,0.753513991465497,"AT3G03710","PDE326","polyribonucleotide nucleotidyltransferase, putative",91.2
"14856","BraA01g039060.3C",0.132718998250704,2.80158887936636,0.525238717230739,0.468615509109483,0.753513991465497,"AT3G12280","ATRBR1","retinoblastoma-related 1",85.77
"14857","BraA08g033820.3C",0.16076888024725,3.11807249193114,0.525158063998784,0.468649653924697,0.753513991465497,"AT1G06850","AtbZIP52","basic leucine-zipper 52",83.438
"14858","BraA03g046520.3C",-0.0805930968232509,4.32630440733268,0.525095028736832,0.468676342897593,0.753513991465497,"AT4G15880","ATESD4",NA,88.03
"14859","BraA03g052690.3C",-0.276220634283627,0.247312592560568,0.525003756731554,0.468714991567422,0.753513991465497,"AT4G25630","ATFIB2",NA,85.824
"14860","BraA01g000490.3C",-0.162204922661239,1.74825190498063,0.524748374189102,0.468823159244347,0.753513991465497,"AT4G39590",NA,NA,66.068
"14861","BraA08g030960.3C",-0.154559727556037,3.2371877912099,0.524721850834286,0.468834395553406,0.753513991465497,"AT1G12450",NA,"SNARE associated Golgi protein family",86.942
"14862","BraA10g028290.3C",-0.22535659338713,2.1145145750981,0.524657388673148,0.468861705999125,0.753513991465497,"AT5G05365",NA,"Heavy metal transport/detoxification superfamily protein",91.88
"14863","BraA05g006690.3C",-0.215008147945799,2.40640039770106,0.524625539238436,0.46887520047566,0.753513991465497,"AT2G39220","PLA IIB","PATATIN-like protein 6",82.004
"14864","BraA04g009590.3C",0.0789030691041629,7.05696292310513,0.524533745647108,0.468914096542654,0.753513991465497,"AT2G04520",NA,NA,88.128
"14865","BraA06g031210.3C",-0.0741578395516586,4.58499922023872,0.524516987992456,0.468921197891013,0.753513991465497,"AT5G23880","ATCPSF100","cleavage and polyadenylation specificity factor 100",90.586
"14866","BraA02g009620.3C",0.151283805162378,3.16202200531013,0.524502227632368,0.468927452994226,0.753513991465497,"AT5G22140",NA,"FAD/NAD(P)-binding oxidoreductase family protein",86.339
"14867","BraA06g010840.3C",0.143555547535656,2.89784398957885,0.524236859398169,0.469039932882502,0.753547096434177,"AT1G14680",NA,NA,77.735
"14868","BraA03g051250.3C",-0.171456993589407,2.24408784463053,0.524223732901845,0.469045497850442,0.753547096434177,"AT3G15990","SULTR3;4",NA,90.979
"14869","BraA05g033110.3C",-0.0791425208288549,5.60432837242293,0.524169128496666,0.469068648485465,0.753547096434177,"AT1G54270","EIF4A-2","eif4a-2",84.1
"14870","BraA09g066360.3C",-0.0715551260259493,5.24542481575223,0.524155952643014,0.469074234928676,0.753547096434177,"AT1G01950","ARK2","armadillo repeat kinesin 2",88.14
"14871","BraA04g012730.3C",-0.0945383489926023,3.95075397838383,0.523992914557894,0.469143370463922,0.753607479903314,"AT5G40250",NA,"RING/U-box superfamily protein",82.982
"14872","BraA09g019690.3C",0.0972983135891044,3.98917774035074,0.523828402350343,0.469213147710311,0.753624474766676,"AT5G43280","ATDCI1","delta(3,5),delta(2,4)-dienoyl-CoA isomerase 1",83.032
"14873","BraA05g034580.3C",0.0949114877298329,5.44582737825974,0.523810996017399,0.46922053151901,0.753624474766676,"AT3G12360","ITN1",NA,89.848
"14874","BraA03g005960.3C",0.266795632939985,1.09570155013694,0.523623222346515,0.4693001974542,0.753624474766676,"AT5G13880",NA,NA,77.963
"14875","BraA01g006800.3C",0.112671659163098,5.0925162874898,0.523578345248652,0.469319240491601,0.753624474766676,"AT4G30960","ATCIPK6",NA,85.478
"14876","BraA07g022390.3C",0.151918630516609,7.30658124307061,0.523531329255448,0.469339192476354,0.753624474766676,"AT3G56400","ATWRKY70",NA,79.828
"14877","BraA02g013600.3C",0.260877919450881,3.48299028815175,0.523516712357605,0.46934539566765,0.753624474766676,"AT3G02020","AK3","aspartate kinase 3",86.87
"14878","BraA06g040820.3C",0.209966931040794,1.63673662634045,0.52344745793966,0.469374787993076,0.753624474766676,NA,NA,NA,NA
"14879","BraA10g033110.3C",0.376880477696933,-0.0434112997544957,0.523240467005387,0.469462654849069,0.753710185528838,"AT5G02540",NA,"NAD(P)-binding Rossmann-fold superfamily protein",92.821
"14880","BraA08g018660.3C",0.26614988011481,1.24203290456776,0.523075538901338,0.469532685148087,0.753710185528838,"AT4G29140","ABS3",NA,85.496
"14881","BraA03g049590.3C",0.0626544210795854,5.71006736564314,0.5230313644633,0.46955144495868,0.753710185528838,"AT4G21540","SPHK1","sphingosine kinase 1",85.793
"14882","BraA06g015880.3C",-0.0615710218610887,5.10783041739303,0.523024458237884,0.469554377973885,0.753710185528838,"AT1G20370",NA,"Pseudouridine synthase family protein",84.833
"14883","BraA09g039700.3C",-0.0961608156236974,7.52515067079536,0.522777653872399,0.469659213052775,0.75380122662634,"AT1G23410",NA,"Ribosomal protein S27a / Ubiquitin family protein",87.633
"14884","BraA05g014530.3C",-0.0559545137072364,6.8042207284484,0.522742362110906,0.469674207012158,0.75380122662634,"AT2G29650","ANTR1","phosphate transporter 4;1",87.773
"14885","BraA04g005840.3C",0.128234508486735,3.0757998910529,0.52264094049832,0.469717301006112,0.753819743798052,"AT3G53930",NA,"Protein kinase superfamily protein",87.121
"14886","BraA09g023500.3C",0.118650708419428,2.34925650567388,0.522409844999277,0.469815517156783,0.753926714620532,"AT2G02148",NA,NA,84.378
"14887","BraA03g033460.3C",0.135851858415018,2.28398980046914,0.522173755458692,0.469915889945289,0.753992996814387,"AT3G07860",NA,NA,89.485
"14888","BraA09g052770.3C",-0.136915049997514,1.88809002399895,0.522053080921726,0.469967207717233,0.753992996814387,"AT2G26280","CID7","CTC-interacting domain 7",91.765
"14889","BraA02g043230.3C",-0.284462316612494,0.676843445944262,0.522016239608874,0.469982876566706,0.753992996814387,"AT5G51530",NA,"Ubiquitin carboxyl-terminal hydrolase-related protein",75.105
"14890","BraA03g030040.3C",0.0868553270987513,3.86652708530243,0.522015770402003,0.469983076128861,0.753992996814387,"AT4G00570","NAD-ME2",NA,89.108
"14891","BraA10g023040.3C",0.098025882999164,6.38972408244082,0.521658557526358,0.470135044838705,0.754110088201064,"AT2G03140",NA,"alpha/beta-Hydrolases superfamily protein",84.894
"14892","BraA08g030230.3C",-0.0968353022411871,3.69440852653928,0.521649986618868,0.470138692123728,0.754110088201064,"AT1G14410","ATWHY1","ssDNA-binding transcriptional regulator",86.258
"14893","BraA03g000380.3C",0.273684396333144,0.301473065885614,0.521523663560885,0.470192453236692,0.754110088201064,NA,NA,NA,NA
"14894","BraA09g003990.3C",-0.0840744310525749,4.89665979351204,0.521510023634018,0.470198258768302,0.754110088201064,"AT3G32930",NA,NA,82.275
"14895","BraA02g014640.3C",0.31806977608253,0.294326073834848,0.521346120144862,0.470268029679569,0.754110088201064,"AT5G53370","ATPMEPCRF","pectin methylesterase PCR fragment F",85.593
"14896","BraA06g007610.3C",0.136357633823784,4.52578217251166,0.521244842195969,0.470311150310655,0.754110088201064,"AT1G10700","PRS3","phosphoribosyl pyrophosphate (PRPP) synthase 3",88.557
"14897","BraA09g034160.3C",-0.158603809101888,2.75088505132941,0.521202167770404,0.470329321506436,0.754110088201064,"AT2G37220",NA,"RNA-binding (RRM/RBD/RNP motifs) family protein",70.417
"14898","BraA05g039940.3C",0.303999741008229,0.42179806277535,0.521183664310698,0.470337200815733,0.754110088201064,"AT3G05240","MEF19",NA,82.773
"14899","BraA03g042730.3C",-0.109154149144648,4.25079503867309,0.521093363382118,0.470375656620754,0.754110088201064,"AT2G15220",NA,"Plant basic secretory protein (BSP) family protein",82.335
"14900","BraA08g022960.3C",-0.0834521278574853,4.48792434361395,0.520997734578028,0.470416386895777,0.754110088201064,"AT4G38580","ATFP6",NA,89.827
"14901","BraA02g032980.3C",-0.0957250471717105,3.08895037009392,0.520936621981562,0.470442418985655,0.754110088201064,"AT5G46550",NA,"DNA-binding bromodomain-containing protein",75.89
"14902","BraA01g032560.3C",0.0992141365245354,3.39989731831376,0.520909141114217,0.470454125748432,0.754110088201064,"AT3G21070","ATNADK-1","NAD kinase 1",84.421
"14903","BraA10g031870.3C",-0.0764902201110533,5.36170697105586,0.520880203388021,0.470466453636154,0.754110088201064,"AT5G04430","BTR1","binding to TOMV RNA 1L (long form)",91.508
"14904","BraA09g024850.3C",-0.127812995966092,3.39853394357494,0.52071123438273,0.470538447264056,0.754133590882446,"AT4G05400",NA,"copper ion binding",80.577
"14905","BraA10g002100.3C",0.254511154003785,0.807695124429408,0.520697604595579,0.470544255362645,0.754133590882446,"AT1G03520",NA,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",82.194
"14906","BraA09g028030.3C",0.252234705340478,1.01300119951341,0.520618221456477,0.47057808541492,0.754137213497358,"AT4G10600",NA,"RING/FYVE/PHD zinc finger superfamily protein",86.413
"14907","BraA07g002120.3C",-0.075476170648555,4.68709899952604,0.520350799026279,0.470692079475017,0.754257244011856,"AT2G18620","GGPPS2","Terpenoid synthases superfamily protein",85.023
"14908","BraA08g017340.3C",0.0595574832061418,4.75155991314068,0.520044119636024,0.470822862418396,0.754257244011856,"AT4G31750","WIN2",NA,93.141
"14909","BraA03g014060.3C",0.28431909952845,0.86503314284528,0.520026246982162,0.470830485991014,0.754257244011856,"AT5G54170",NA,"Polyketide cyclase/dehydrase and lipid transport superfamily protein",82.272
"14910","BraA02g029790.3C",-0.0784050194146058,4.24674155586119,0.52000921753778,0.470837750078266,0.754257244011856,"AT3G57790",NA,NA,86.503
"14911","BraA07g028370.3C",0.27798728657531,1.32707580433537,0.519977237154173,0.470851392133278,0.754257244011856,"AT1G74210","AtGDPD5","PLC-like phosphodiesterases superfamily protein",86.768
"14912","BraAnng003550.3C",-0.307247178917137,8.37684749829882,0.519950366472266,0.470862855006613,0.754257244011856,NA,NA,NA,NA
"14913","BraA04g011080.3C",0.116527450213161,3.24695279049292,0.519924225480104,0.470874007030677,0.754257244011856,"AT5G38460",NA,"ALG6, ALG8 glycosyltransferase family",86.658
"14914","BraA03g050960.3C",0.100855738160899,2.95715236321308,0.519819988763249,0.470918479755417,0.754277902936664,"AT4G23250","CRK17",NA,76.417
"14915","BraA02g006270.3C",-0.126806632824948,3.44545133276399,0.519669233375581,0.470982811718412,0.754291317243467,"AT5G15930","PAM1","plant adhesion molecule 1",87.862
"14916","BraA03g002500.3C",-0.081208662346276,4.09042952321423,0.519598177669376,0.471013138291954,0.754291317243467,"AT5G06370","PSE1","NC domain-containing protein-related",86.973
"14917","BraA02g018600.3C",-0.0867706060082089,5.60756581078731,0.519578392428095,0.471021583193269,0.754291317243467,"AT1G68660","AtClpS1","Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein",88.389
"14918","BraA03g008020.3C",0.230817316856361,1.21154141701823,0.519240884038695,0.471165678977373,0.754471129691071,"AT5G17440","LUC7B","LUC7 related protein",92.527
"14919","BraA08g025190.3C",0.282592867466711,1.0187417343795,0.51914958634061,0.471204669830001,0.754471129691071,"AT1G24580",NA,"RING/U-box superfamily protein",85.434
"14920","BraA07g034260.3C",0.298179232000464,0.26216531460339,0.519093514602218,0.471228619180793,0.754471129691071,"AT1G69370","AtCM3","chorismate mutase 3",84.551
"14921","BraA10g005310.3C",-0.163565323636858,1.73233349535894,0.518655949107522,0.471415579598461,0.754548146758906,"AT1G06590",NA,NA,90.44
"14922","BraA02g020260.3C",-0.197256654560705,1.68713871854477,0.518622946015796,0.471429685823056,0.754548146758906,"AT1G71130","AtERF070","Integrase-type DNA-binding superfamily protein",79.324
"14923","BraA09g063020.3C",-0.0657136990347126,7.00532153181291,0.518616383519323,0.471432490855116,0.754548146758906,"AT1G07920",NA,"GTP binding Elongation factor Tu family protein",93.333
"14924","BraA10g031190.3C",0.120338873742724,3.63824415236816,0.518561876886402,0.471455789867773,0.754548146758906,"AT5G09420","AtmtOM64","translocon at the outer membrane of chloroplasts 64-V",88.164
"14925","BraA03g044120.3C",-0.496538269940542,-0.103529458403516,0.518552742968332,0.4714596943685,0.754548146758906,"AT5G61190",NA,"putative endonuclease or glycosyl hydrolase with C2H2-type zinc finger domain",76.142
"14926","BraA02g029680.3C",-0.0864994632649476,4.5420566251777,0.518537421307894,0.471466244077504,0.754548146758906,"AT5G42150",NA,"Glutathione S-transferase family protein",86.961
"14927","BraA06g025060.3C",0.104272588476359,3.39952289144286,0.518392048341447,0.471528395478449,0.754556696924927,"AT3G49390","CID10","CTC-interacting domain 10",82.361
"14928","BraA05g032980.3C",0.076711213973057,5.00554578396013,0.518161350362412,0.471627053104773,0.754556696924927,"AT3G14090","ATEXO70D3",NA,76.672
"14929","BraA03g020460.3C",-0.153029085104988,2.17681056880247,0.518144386787903,0.471634308866581,0.754556696924927,"AT2G38800",NA,"Plant calmodulin-binding protein-related",73.171
"14930","BraA07g025140.3C",0.245489997576217,0.969971748253455,0.518077909087413,0.471662744845259,0.754556696924927,"AT3G62600","ATERDJ3B",NA,90.883
"14931","BraA05g003330.3C",-0.313127554676096,0.918278069103111,0.517959537609372,0.471713385355414,0.754556696924927,"AT2G43040","NPG1","tetratricopeptide repeat (TPR)-containing protein",85.687
"14932","BraA02g033320.3C",0.112335244148545,3.63827205796531,0.517923751417072,0.471728696777983,0.754556696924927,"AT5G46910",NA,"Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein",86.785
"14933","BraA09g031260.3C",-0.163017163502495,1.96866747419541,0.517892014345129,0.471742276422264,0.754556696924927,"AT1G34065","SAMC2","S-adenosylmethionine carrier 2",87.757
"14934","BraA08g032460.3C",-0.0873491764589734,4.5816799979777,0.517844528440186,0.471762595849724,0.754556696924927,"AT1G09730","ASP1","Cysteine proteinases superfamily protein",84.917
"14935","BraA07g018630.3C",-0.171279075843523,2.24082412277105,0.51784355562058,0.471763012138291,0.754556696924927,"AT2G28240",NA,NA,68.408
"14936","BraA07g022750.3C",-0.104739488577454,8.43627791366151,0.517755722676355,0.471800600021825,0.754556696924927,"AT3G57150","AtCBF5",NA,82.567
"14937","BraA09g047830.3C",0.137114012704654,2.07178650643353,0.517712622351198,0.47181904646549,0.754556696924927,"AT3G57170",NA,NA,87.902
"14938","BraA02g006540.3C",-0.327800453412297,0.199384036363922,0.517530848037417,0.471896856605761,0.754630613910725,"AT5G16560","KAN","Homeodomain-like superfamily protein",86.316
"14939","BraA03g014760.3C",-0.349132134137683,0.548341557716916,0.517404479651855,0.471950961956973,0.754666616187708,"AT5G52900","MAKR6",NA,85.345
"14940","BraA02g043270.3C",0.119115499172071,2.3925433678069,0.517209878108577,0.472034301337774,0.754749356784253,"AT5G61910",NA,"DCD (Development and Cell Death) domain protein",72.723
"14941","BraA05g041970.3C",-0.115153064230449,3.25540168617551,0.517004795976291,0.4721221548466,0.754822086457289,"AT3G03580","MEF26",NA,83.169
"14942","BraA09g008830.3C",0.0696386148989142,6.92557196737609,0.516934690385501,0.47215219288744,0.754822086457289,"AT5G65840",NA,"Thioredoxin superfamily protein",82.121
"14943","BraA08g001270.3C",-0.342362301754043,0.938319548586741,0.516701945959717,0.472251938714826,0.754822086457289,"AT1G54010","GLL23","GDSL-like Lipase/Acylhydrolase superfamily protein",82.27
"14944","BraA09g045940.3C",-0.0669605556954165,4.29891863415025,0.516489652112121,0.472342949883213,0.754822086457289,"AT3G55050",NA,"Protein phosphatase 2C family protein",83.772
"14945","BraA03g053670.3C",0.173266361133151,2.81490134700553,0.516488680554204,0.472343366458935,0.754822086457289,"AT4G27410","ANAC072","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein",82.255
"14946","BraA06g017410.3C",0.0791843190374556,4.60596551347497,0.51643479525173,0.472366471836699,0.754822086457289,"AT3G49730",NA,NA,85.208
"14947","BraA08g005690.3C",0.0853780030283809,4.10409740105145,0.516400122976084,0.472381339863246,0.754822086457289,"AT1G44835",NA,"YbaK/aminoacyl-tRNA synthetase-associated domain",85.281
"14948","BraA06g005840.3C",0.172919847572605,1.78505021632022,0.516358390072668,0.472399236603764,0.754822086457289,"AT1G08770","PRA1.E","prenylated RAB acceptor 1.E",82.097
"14949","BraA05g030790.3C",-0.309590103187758,0.213032075959558,0.516295542269386,0.472426190328487,0.754822086457289,"AT5G15090","AtVDAC-3","voltage dependent anion channel 3",78.486
"14950","BraA06g021540.3C",-0.0884223276946168,3.62059289064115,0.516239480387704,0.472450235854,0.754822086457289,"AT3G44330",NA,NA,87.957
"14951","BraA09g033010.3C",0.0941318474612537,3.42044796901759,0.516223841219762,0.472456944009326,0.754822086457289,"AT5G50160","ATFRO8","ferric reduction oxidase 8",86.079
"14952","BraAnng005440.3C",0.366908713130612,0.0211857489813573,0.516219121735862,0.472458968382007,0.754822086457289,"AT3G01760","LHT6","Transmembrane amino acid transporter family protein",85.469
"14953","BraA07g029040.3C",-0.133793044272204,2.64399031816166,0.516012781241045,0.472547489673349,0.754913023026615,"AT1G72790",NA,"hydroxyproline-rich glycoprotein family protein",76.626
"14954","BraA10g009190.3C",0.156192019319218,2.78058693029121,0.515393206429838,0.472813452254142,0.755256836850125,"AT5G50820","anac097","NAC domain containing protein 97",89.189
"14955","BraA09g061030.3C",0.180632828169278,0.993824487064555,0.51534291841525,0.472835049832185,0.755256836850125,"AT1G12010","ACO3","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",89.441
"14956","BraA09g064000.3C",-0.100507712340665,4.08495142676413,0.515290523250357,0.472857554082823,0.755256836850125,"AT1G06380",NA,"Ribosomal protein L1p/L10e family",75.502
"14957","BraA08g030240.3C",-0.0781189537408862,4.51900072089125,0.515177433650752,0.472906133113892,0.755283927781283,"AT1G14400","ATUBC1","ubiquitin carrier protein 1",93.464
"14958","BraA09g053970.3C",0.29152300488071,0.44080037657264,0.515078355613021,0.472948699945774,0.755301413578329,"AT2G24070","QWRF4","Family of unknown function (DUF566)",74.013
"14959","BraA06g014110.3C",0.121564117589967,3.95342172260233,0.514858145084858,0.473043331067076,0.755402038407,"AT1G18485",NA,"Pentatricopeptide repeat (PPR) superfamily protein",85.692
"14960","BraA10g026600.3C",0.0732686744945731,5.36278470508963,0.51472860490524,0.473099012720944,0.755440455606812,"AT5G11560",NA,"catalytics",88.335
"14961","BraA08g022380.3C",0.106808735310622,5.17429318332706,0.51451417383527,0.473191207271292,0.755537167254637,"AT1G62020",NA,"Coatomer, alpha subunit",89.225
"14962","BraA09g048030.3C",-0.0805192047955378,5.32195136972365,0.514286835171731,0.473288983217841,0.755642777109195,"AT3G57430","OTP84",NA,84.543
"14963","BraA07g025370.3C",0.0608977532654107,5.36103987235919,0.514117817279448,0.473361697231017,0.75567712729753,"AT3G63070","HULK3",NA,83.709
"14964","BraA08g034890.3C",0.0571185183648801,5.72705142775102,0.514089767425222,0.473373766446762,0.75567712729753,"AT1G04410","c-NAD-MDH1","Lactate/malate dehydrogenase family protein",92.392
"14965","BraA06g026290.3C",0.11352542407437,5.53063270482462,0.513824885223826,0.473487763835175,0.755808600233522,"AT5G62680","AtNPF2.11","Major facilitator superfamily protein",87.452
"14966","BraA03g014050.3C",0.0642635212076992,4.52212165825644,0.513667325149484,0.473555594086184,0.755835204637753,"AT5G54200","WDD1","Transducin/WD40 repeat-like superfamily protein",87.775
"14967","BraA07g041310.3C",0.23463013017403,1.16220355282577,0.513639180455016,0.473567712148914,0.755835204637753,"AT1G78170",NA,NA,84.218
"14968","BraA01g010790.3C",-0.142315204918309,2.18828512342703,0.513426225767283,0.47365941883735,0.755926835050759,"AT4G19450",NA,"Major facilitator superfamily protein",87.771
"14969","BraA03g001800.3C",-0.060401268196645,5.69859804003793,0.513358913049881,0.473688412335684,0.755926835050759,"AT5G04900","NOL","NYC1-like",89.59
"14970","BraA04g006730.3C",-0.147157339899502,4.39517973628249,0.513246209638666,0.473736963335434,0.75595381296973,"AT3G52740","BIC1",NA,86.288
"14971","BraA01g027720.3C",-0.177301079620964,2.05812773489556,0.513071732666013,0.473812141404654,0.756014615967696,"AT1G59740","AtNPF4.3","Major facilitator superfamily protein",89.356
"14972","BraA03g038730.3C",-0.0906315469276538,4.13795427273066,0.512933186040861,0.473871851700958,0.756014615967696,"AT3G19120",NA,NA,84.519
"14973","BraA08g028280.3C",0.131012460488562,3.87394202015125,0.512739860945697,0.473955190606234,0.756014615967696,"AT1G19270","DA1","DA1",81.925
"14974","BraA02g017830.3C",0.0817834076924412,4.00563252085667,0.51266430910076,0.473987766081098,0.756014615967696,"AT1G43580",NA,"Sphingomyelin synthetase family protein",84.358
"14975","BraA07g040260.3C",0.159174537973928,4.93721805782931,0.512560026725971,0.474032735182146,0.756014615967696,"AT1G76650","CML38","calmodulin-like 38",84.461
"14976","BraA01g003400.3C",0.110657207473873,3.29225974569428,0.512517635299872,0.474051017376137,0.756014615967696,"AT4G34960",NA,"Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein",90.074
"14977","BraA09g050230.3C",0.111878543998694,2.41022563445175,0.512433242875932,0.47408741678843,0.756014615967696,"AT3G60400","SHOT1",NA,80.345
"14978","BraA04g029650.3C",-0.302907097439613,0.583895630243869,0.512407149509819,0.47409867207152,0.756014615967696,"AT2G42120","POLD2","DNA polymerase delta small subunit",86.94
"14979","BraA06g033940.3C",-0.35008356261082,0.00205455355415716,0.512402976201361,0.474100472253871,0.756014615967696,"AT5G27440",NA,NA,78.582
"14980","BraA04g021100.3C",0.131455767257378,6.20396484244874,0.512388929790923,0.474106531341135,0.756014615967696,"AT2G29460","ATGSTU4","glutathione S-transferase tau 4",85.471
"14981","BraA07g029030.3C",0.194826344710929,1.65171035373061,0.512350293224586,0.474123198334396,0.756014615967696,"AT1G72820",NA,"Mitochondrial substrate carrier family protein",86.293
"14982","BraA01g028820.3C",-0.113955985704814,2.40339858100545,0.512014028989896,0.474268295719162,0.756149315958734,"AT1G61150",NA,"LisH and RanBPM domains containing protein",88.365
"14983","BraA10g026280.3C",0.456303332005306,0.219306437522158,0.511956651902636,0.474293061019345,0.756149315958734,"AT5G11970",NA,"Protein of unknown function (DUF3511)",82.716
"14984","BraA09g012650.3C",0.0987700218132339,3.37624673145067,0.511922524961886,0.474307792004699,0.756149315958734,"AT1G62680",NA,"Pentatricopeptide repeat (PPR) superfamily protein",80.278
"14985","BraA09g030530.3C",-0.0765449375222269,6.37841821141492,0.511861143911762,0.474334289167851,0.756149315958734,"AT1G35420",NA,"alpha/beta-Hydrolases superfamily protein",81.058
"14986","BraA01g023890.3C",-0.266004616487646,3.81780730712224,0.511572396900405,0.474458968612691,0.75627846148095,"AT3G49120","ATPCB","peroxidase CB",89.187
"14987","BraA03g033530.3C",-0.254770556059417,0.356380266971319,0.511433603288072,0.474518917895039,0.75627846148095,"AT3G07940",NA,NA,87.855
"14988","BraA04g024660.3C",-0.074410830929648,6.47501034936538,0.511404550500639,0.474531468254618,0.75627846148095,"AT2G32680","AtRLP23","receptor like protein 23",76.585
"14989","BraA09g019280.3C",-0.142773212868706,3.46689708875454,0.511350357882321,0.474554880076367,0.75627846148095,"AT1G47830",NA,"SNARE-like superfamily protein",86.385
"14990","BraA09g001430.3C",0.469947130502655,0.188334481695936,0.511307030838665,0.474573599196226,0.75627846148095,"AT4G02810","FAF1","Protein of unknown function (DUF3049)",80.471
"14991","BraA05g041360.3C",-0.17531343306593,1.7340149054783,0.511227057923701,0.474608154034485,0.756283075416969,"AT3G02720","DJ-1d","Class I glutamine amidotransferase-like superfamily protein",89.022
