name,AGI,At_symbol,At_full_name,At_short_description,leaf_tissue.root.yellowgreen.Dead,root_tissue.leaf.lightsteelblue1.Live,root_tissue.leaf.midnightblue.Live,root_tissue.leaf.thistle2.Dead,root_tissue.leaf.red.Dead,root_tissue.root.plum1.Dead,root_tissue.root.yellowgreen.Dead
BraA07g013660.3C,AT1G27130,ATGSTU13,glutathione S-transferase tau 13,glutathione S-transferase tau 13,0,0,0,0,0,0,0
BraA07g013670.3C,AT1G27110,NA,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,0,0,0,0,0,0,0
BraA07g013690.3C,AT1G27110,NA,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,0,0,0,0,0,0,0
BraA07g013700.3C,AT1G27100,NA,NA,Actin cross-linking protein,0,0,0,0,0,0,0
BraA07g013710.3C,AT5G27010,NA,NA,ARM repeat superfamily protein,0,0,0,0,0,0,0
BraA07g013720.3C,AT1G27100,NA,NA,Actin cross-linking protein,0,0,0,0,0,0,0
BraA07g013740.3C,AT1G27100,NA,NA,Actin cross-linking protein,0,0,0,0,0,0,0
BraA07g013760.3C,AT1G27100,NA,NA,Actin cross-linking protein,0,0,0,0,0,0,0
BraA07g013790.3C,AT1G27080,AtNPF2.12,NA,nitrate transporter 1.6,0,0,0,0,0,0,0
BraA07g013810.3C,AT2G19540,HTD1,heat stress tolerant DWD 1,Transducin family protein / WD-40 repeat family protein,0,0,0,0,0,0,0
BraA07g013830.3C,AT1G27040,AtNPF4.5,NA,Major facilitator superfamily protein,0,0,0,0,0,0,0
BraA07g013840.3C,AT1G24020,MLP423,MLP-like protein 423,MLP-like protein 423,0,0,0,0,0,0,0
BraA07g013850.3C,AT2G33810,SPL3,squamosa promoter binding protein-like 3,squamosa promoter binding protein-like 3,0,0,0,0,0,0,0
BraA07g013860.3C,AT4G38180,FRS5,FAR1-related sequence 5,NA,0,0,0,0,0,0,0
BraA07g013870.3C,AT1G23950,NA,NA,Protein of unknown function (DUF626),0,0,0,0,0,0,0
BraA07g013880.3C,AT1G23950,NA,NA,Protein of unknown function (DUF626),0,0,0,0,0,0,0
BraA07g013890.3C,AT1G23900,GAMMA-ADAPTIN 1,gamma-adaptin 1,gamma-adaptin 1,0,0,0,0,0,0,0
BraA07g013900.3C,AT1G23890,NA,NA,NHL domain-containing protein,0,0,0,0,0,0,0
BraA07g013910.3C,AT1G28500,NA,NA,Protein of unknown function (DUF626),0,0,0,0,0,0,0
BraA07g013920.3C,AT1G23870,ATTPS9,trehalose-phosphatase/synthase 9,trehalose-phosphatase/synthase 9,0,0,0,0,0,0,0
BraA07g013940.3C,AT1G23830,NA,NA,NA,0,0,0,0,0,0,0
BraA07g013950.3C,AT1G23820,SPDS1,spermidine synthase 1,spermidine synthase 1,0,0,0,0,0,0,0
BraA07g013960.3C,AT1G23820,SPDS1,spermidine synthase 1,spermidine synthase 1,0,0,0,0,0,0,0
BraA07g013970.3C,AT1G23780,NA,NA,F-box family protein,0,0,0,0,0,0,0
BraA07g013980.3C,AT1G23750,NA,NA,"Nucleic acid-binding, OB-fold-like protein",0,0,0,0,0,0,0
BraA07g014010.3C,AT1G23730,ATBCA3,BETA CARBONIC ANHYDRASE  3,beta carbonic anhydrase 3,0,0,0,0,0,0,0
BraA07g014040.3C,AT1G23560,NA,NA,Domain of unknown function (DUF220),0,0,0,0,0,0,0
BraA07g014050.3C,AT2G27670,NA,NA,Domain of unknown function DUF220,0,0,0,0,0,0,0
BraA07g014060.3C,AT2G27670,NA,NA,Domain of unknown function DUF220,0,0,0,0,0,0,0
BraA07g014080.3C,AT2G27670,NA,NA,Domain of unknown function DUF220,0,0,0,0,0,0,0
BraA07g014090.3C,AT1G18670,IBS1,IMPAIRED IN BABA-INDUCED STERILITY 1,Protein kinase superfamily protein,0,0,0,0,0,0,0
BraA07g014100.3C,AT1G23600,NA,NA,Domain of unknown function DUF220,0,0,0,0,0,0,0
BraA07g014110.3C,AT1G23550,SRO2,similar to RCD one 2,similar to RCD one 2,0,0,0,0,0,0,0
BraA07g014120.3C,AT1G07920,NA,NA,GTP binding Elongation factor Tu family protein,0,0,0,0,0,0,0
BraA07g014130.3C,AT1G23530,NA,NA,NA,0,0,0,0,0,0,0
BraA07g014140.3C,AT1G23500,NA,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,0,0,0,0,0,0,0
BraA07g014150.3C,AT1G23490,ARF1,ADP-ribosylation factor 1,ADP-ribosylation factor 1,0,0,0,0,0,0,0
BraA07g014160.3C,AT1G23460,NA,NA,Pectin lyase-like superfamily protein,0,0,0,0,0,0,0
BraA07g014170.3C,AT1G23440,NA,NA,"Peptidase C15, pyroglutamyl peptidase I-like",0,0,0,0,0,0,0
BraA07g014180.3C,AT1G23420,INO,INNER NO OUTER,Plant-specific transcription factor YABBY family protein,0,0,0,0,0,0,0
BraA07g014190.3C,AT1G23410,NA,NA,Ribosomal protein S27a / Ubiquitin family protein,0,0,0,0,0,0,0
BraA07g014200.3C,AT1G23350,NA,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,0,0,0,0,0,0,0
BraA07g014210.3C,AT1G23310,AOAT1,ALANINE-2-OXOGLUTARATE AMINOTRANSFERASE 1,glutamate:glyoxylate aminotransferase,0,0,0,0,0,0,0
BraA07g014220.3C,AT1G23290,RPL27A,RIBOSOMAL PROTEIN L27A,Ribosomal protein L18e/L15 superfamily protein,0,0,0,0,0,0,0
BraA07g014230.3C,AT1G23260,MMZ1,MMS ZWEI homologue 1,MMS ZWEI homologue 1,0,0,0,0,0,0,0
BraA07g014240.3C,AT1G23240,NA,NA,Caleosin-related family protein,0,0,0,0,0,0,0
BraA07g014250.3C,AT1G23230,MED23,MEDIATOR 23,NA,0,0,0,0,0,0,0
BraA07g014260.3C,AT1G23220,NA,NA,Dynein light chain type 1 family protein,0,0,0,0,0,0,0
BraA07g014270.3C,AT1G23205,NA,NA,Plant invertase/pectin methylesterase inhibitor superfamily protein,0,0,0,0,0,0,0
BraA07g014280.3C,AT1G23170,NA,NA,"Protein of unknown function DUF2359, transmembrane",0,0,0,0,0,0,0
BraA07g014290.3C,AT1G23130,NA,NA,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0,0,0,0,0,0,0
BraA07g014300.3C,AT1G23130,NA,NA,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0,0,0,0,0,0,0
BraA07g014310.3C,AT5G28010,NA,NA,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0,0,0,0,0,0,0
BraA07g014320.3C,AT5G28010,NA,NA,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0,0,0,0,0,0,0
BraA07g014330.3C,AT1G23110,NA,NA,NA,0,0,0,0,0,0,0
BraA07g014340.3C,AT1G23090,AST91,sulfate transporter 91,sulfate transporter 91,0,0,0,0,0,0,0
BraA07g014360.3C,AT1G23080,ATPIN7,ARABIDOPSIS PIN-FORMED 7,Auxin efflux carrier family protein,0,0,0,0,0,0,0
BraA07g014370.3C,AT1G23060,MDP40,MICROTUBULE DESTABILIZING PROTEIN 40,NA,0,0,0,0,0,0,0
BraA07g014380.3C,AT1G23040,NA,NA,hydroxyproline-rich glycoprotein family protein,0,0,0,0,0,0,0
BraA07g014390.3C,AT1G23030,PUB11,Plant U-Box Protein 11,ARM repeat superfamily protein,0,0,0,0,0,0,0
BraA07g014400.3C,AT5G37930,NA,NA,Protein with RING/U-box and TRAF-like domains,0,0,0,0,0,0,0
BraA07g014410.3C,AT1G22990,HIPP22,heavy metal associated isoprenylated plant protein 22,Heavy metal transport/detoxification superfamily protein,0,0,0,0,0,0,0
BraA07g014420.3C,AT1G22920,AJH1,ARABIDOPSIS JAB1 HOMOLOG 1,COP9 signalosome 5A,0,0,0,0,0,0,0
BraA07g014430.3C,AT1G22910,NA,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,0,0,0,0,0,0,0
BraA07g014440.3C,AT1G22880,ATCEL5,ARABIDOPSIS THALIANA CELLULASE 5,cellulase 5,0,0,0,0,0,0,0
BraA07g014450.3C,AT1G22850,NA,NA,SNARE associated Golgi protein family,0,0,0,0,0,0,0
BraA07g014460.3C,AT1G22840,ATCYTC-A,CYTOCHROME C-A,CYTOCHROME C-1,0,0,0,0,0,0,0
BraA07g014470.3C,AT1G22810,AtERF019,NA,Integrase-type DNA-binding superfamily protein,0,0,0,0,0,0,0
BraA07g014480.3C,AT1G22800,NA,NA,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0,0,0,0,0,0,0
BraA07g014490.3C,AT1G22730,MRF2,MA3 domain-containing translation regulatory factor 2,MA3 domain-containing protein,0,0,0,0,0,0,0
BraA07g014500.3C,AT1G32870,ANAC013,Arabidopsis NAC domain containing protein 13,NAC domain protein 13,0,0,0,0,0,0,0
BraA07g014510.3C,AT4G09650,ATPD,ATP synthase delta-subunit gene,NA,0,0,0,0,0,0,0
BraA07g014520.3C,AT1G22710,ATSUC2,ARABIDOPSIS THALIANA SUCROSE-PROTON SYMPORTER 2,sucrose-proton symporter 2,0,0,0,0,0,0,0
BraA07g014530.3C,AT1G22700,PYG7,NA,Tetratricopeptide repeat (TPR)-like superfamily protein,0,0,0,0,0,0,0
BraA07g014540.3C,AT1G22660,NA,NA,Polynucleotide adenylyltransferase family protein,0,0,0,0,0,0,0
BraA07g014550.3C,AT1G22640,ATMYB3,ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3,myb domain protein 3,0,0,0,0,0,0,0
BraA07g014560.3C,AT1G22620,ATSAC1,suppressor of actin 1,Phosphoinositide phosphatase family protein,0,0,0,0,0,0,0
BraA07g014570.3C,AT1G22600,NA,NA,Late embryogenesis abundant protein (LEA) family protein,0,0,0,0,0,0,0
BraA07g014580.3C,AT1G22590,AGL87,AGAMOUS-like 87,AGAMOUS-like 87,0,0,0,0,0,0,0
BraA07g014620.3C,AT1G22520,NA,NA,Domain of unknown function (DUF543),0,0,0,0,0,0,0
BraA07g014630.3C,AT1G22510,NA,NA,RING/U-box protein with domain of unknown function (DUF 1232),0,0,0,0,0,0,0
BraA07g014640.3C,AT1G22500,AtATL15,Arabidopsis thaliana Arabidopsis toxicos en levadura 15,RING/U-box superfamily protein,0,0,0,0,0,0,0
BraA07g014650.3C,AT1G22490,bHLH094,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0,0,0,0,0,0,0
BraA07g014660.3C,AT1G22440,NA,NA,Zinc-binding alcohol dehydrogenase family protein,0,0,0,0,0,0,0
BraA07g014680.3C,AT1G78300,14-3-3OMEGA,14-3-3 PROTEIN G-BOX FACTOR14 OMEGA,general regulatory factor 2,0,0,0,0,0,0,0
BraA07g014710.3C,AT1G22400,ATUGT85A1,ARABIDOPSIS THALIANA UDP-GLUCOSYL TRANSFERASE 85A1,UDP-Glycosyltransferase superfamily protein,0,0,0,0,0,0,0
BraA07g014720.3C,AT1G22400,ATUGT85A1,ARABIDOPSIS THALIANA UDP-GLUCOSYL TRANSFERASE 85A1,UDP-Glycosyltransferase superfamily protein,0,0,0,0,0,0,0
BraA07g014730.3C,AT1G22380,AtUGT85A3,UDP-glucosyl transferase 85A3,UDP-glucosyl transferase 85A3,0,0,0,0,0,0,0
BraA07g014740.3C,AT1G22330,NA,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,0,0,0,0,0,0,0
BraA07g014750.3C,AT4G05410,YAO,YAOZHE,NA,0,0,0,0,0,0,0
BraA07g014760.3C,AT1G22310,ATMBD8,NA,methyl-CPG-binding domain 8,0,0,0,0,0,0,0
BraA07g014770.3C,AT1G22300,14-3-3EPSILON,14-3-3 PROTEIN G-BOX FACTOR14 EPSILON,general regulatory factor 10,0,0,0,0,0,0,0
BraA07g014780.3C,AT1G22280,PAPP2C,phytochrome-associated protein phosphatase type 2C,phytochrome-associated protein phosphatase type 2C,0,0,0,0,0,0,0
BraA07g014790.3C,AT1G22270,AtTRM112b,NA,Trm112p-like protein,0,0,0,0,0,0,0
BraA07g014800.3C,AT1G22250,NA,NA,NA,0,0,0,0,0,0,0
BraA07g014810.3C,AT1G22240,APUM8,pumilio 8,pumilio 8,0,0,0,0,0,0,0
BraA07g014840.3C,AT1G22230,NA,NA,NA,0,0,0,0,0,0,0
BraA07g014850.3C,AT1G22220,AUF2,auxin up-regulated f-box protein 2,F-box family protein,0,0,0,0,0,0,0
BraA07g014860.3C,AT2G39490,NA,NA,F-box family protein,0,0,0,0,0,0,0
BraA07g014870.3C,AT1G22200,NA,NA,Endoplasmic reticulum vesicle transporter protein,0,0,0,0,0,0,0
BraA07g014880.3C,AT1G22180,NA,NA,Sec14p-like phosphatidylinositol transfer family protein,0,0,0,0,0,0,0
BraA07g014890.3C,AT1G22170,NA,NA,Phosphoglycerate mutase family protein,0,0,0,0,0,0,0
BraA07g014900.3C,AT1G22160,NA,NA,Protein of unknown function (DUF581),0,0,0,0,0,0,0
BraA07g014920.3C,AT1G22130,AGL104,AGAMOUS-like 104,AGAMOUS-like 104,0,0,0,0,0,0,0
BraA07g014930.3C,AT1G22120,NA,NA,NA,0,0,0,0,0,0,0
BraA07g014940.3C,AT1G22110,NA,NA,structural constituent of ribosome,0,0,0,0,0,0,0
BraA07g014950.3C,AT1G22050,MUB6,membrane-anchored ubiquitin-fold protein 6 precursor,membrane-anchored ubiquitin-fold protein 6 precursor,0,0,0,0,0,0,0
BraA07g014960.3C,AT1G22040,NA,NA,Galactose oxidase/kelch repeat superfamily protein,0,0,0,0,0,0,0
BraA07g014970.3C,AT1G02090,ATCSN7,ARABIDOPSIS THALIANA COP9 SIGNALOSOME SUBUNIT 7,Proteasome component (PCI) domain protein,0,0,0,0,0,0,0
BraA07g014980.3C,AT1G22015,DD46,NA,Galactosyltransferase family protein,0,0,0,0,0,0,0
BraA07g014990.3C,AT1G21970,AtLEC1,NA,Histone superfamily protein,0,0,0,0,0,0,0
BraA07g015000.3C,AT1G21930,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015010.3C,AT1G21920,NA,NA,Histone H3 K4-specific methyltransferase SET7/9 family protein,0,0,0,0,0,0,0
BraA07g015020.3C,AT1G21890,UMAMIT19,Usually multiple acids move in and out Transporters 19,nodulin MtN21 /EamA-like transporter family protein,0,0,0,0,0,0,0
BraA07g015030.3C,AT1G21840,UREF,urease accessory protein F,urease accessory protein F,0,0,0,0,0,0,0
BraA07g015050.3C,AT1G21830,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015060.3C,AT1G21750,ATPDI5,ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 5,PDI-like 1-1,0,0,0,0,0,0,0
BraA07g015070.3C,AT1G21722,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015080.3C,AT1G21720,PBC1,proteasome beta subunit C1,proteasome beta subunit C1,0,0,0,0,0,0,0
BraA07g015090.3C,AT1G21695,NA,NA,hydroxyproline-rich glycoprotein family protein,0,0,0,0,0,0,0
BraA07g015100.3C,AT1G21660,AUXILIN-LIKE3,AUXILIN-LIKE3,Chaperone DnaJ-domain superfamily protein,0,0,0,0,0,0,0
BraA07g015110.3C,AT1G77350,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015120.3C,AT1G21630,AtEH2,Arabidopsis thaliana EH domain containing protein 2,Calcium-binding EF hand family protein,0,0,0,0,0,0,0
BraA07g015130.3C,AT1G21528,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015160.3C,AT1G21520,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015170.3C,AT1G21500,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015190.3C,AT1G21450,SCL1,SCARECROW-like 1,SCARECROW-like 1,0,0,0,0,0,0,0
BraA07g015200.3C,AT1G21380,NA,NA,Target of Myb protein 1,0,0,0,0,0,0,0
BraA07g015210.3C,AT1G21360,GLTP2,glycolipid transfer protein 2,glycolipid transfer protein 2,0,0,0,0,0,0,0
BraA07g015220.3C,AT3G55360,ATTSC13,NA,NA,0,0,0,0,0,0,0
BraA07g015230.3C,AT1G21340,NA,NA,Dof-type zinc finger DNA-binding family protein,0,0,0,0,0,0,0
BraA07g015240.3C,AT1G21327,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015250.3C,AT1G21326,NA,NA,VQ motif-containing protein,0,0,0,0,0,0,0
BraA07g015260.3C,AT1G21320,NA,NA,nucleotide binding;nucleic acid binding,0,0,0,0,0,0,0
BraA07g015270.3C,AT1G21310,ATEXT3,extensin 3,extensin 3,0,0,0,0,0,0,0
BraA07g015280.3C,AT1G21270,WAK2,wall-associated kinase 2,wall-associated kinase 2,0,0,0,0,0,0,0
BraA07g015290.3C,AT1G21210,WAK4,wall associated kinase 4,wall associated kinase 4,0,0,0,0,0,0,0
BraA07g015300.3C,AT1G21200,NA,NA,sequence-specific DNA binding transcription factors,0,0,0,0,0,0,0
BraA07g015310.3C,AT1G21140,AtVTL1,NA,Vacuolar iron transporter (VIT) family protein,0,0,0,0,0,0,0
BraA07g015320.3C,AT1G19140,COQ9,NA,NA,0,0,0,0,0,0,0
BraA07g015330.3C,AT1G21100,IGMT1,indole glucosinolate O-methyltransferase 1,O-methyltransferase family protein,0,0,0,0,0,0,0
BraA07g015340.3C,AT1G21130,IGMT4,indole glucosinolate O-methyltransferase 4,O-methyltransferase family protein,0,0,0,0,0,0,0
BraA07g015350.3C,AT1G21100,IGMT1,indole glucosinolate O-methyltransferase 1,O-methyltransferase family protein,0,0,0,0,0,0,0
BraA07g015360.3C,AT1G21090,NA,NA,Cupredoxin superfamily protein,0,0,0,0,0,0,0
BraA07g015370.3C,AT1G21050,NA,NA,"Protein of unknown function, DUF617",0,0,0,0,0,0,0
BraA07g015380.3C,AT3G27060,ATTSO2,NA,NA,0,0,0,0,0,0,0
BraA07g015390.3C,AT2G32295,NA,NA,EXS (ERD1/XPR1/SYG1) family protein,0,0,0,0,0,0,0
BraA07g015400.3C,AT1G21010,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015410.3C,AT1G21000,NA,NA,PLATZ transcription factor family protein,0,0,0,0,0,0,0
BraA07g015430.3C,AT1G20990,NA,NA,Cysteine/Histidine-rich C1 domain family protein,0,0,0,0,0,0,0
BraA07g015440.3C,AT1G20960,BRR2,NA,"U5 small nuclear ribonucleoprotein helicase, putative",0,0,0,0,0,0,0
BraA07g015450.3C,AT4G10480,NA,NA,"Nascent polypeptide-associated complex (NAC), alpha subunit family protein",0,0,0,0,0,0,0
BraA07g015460.3C,AT1G20930,CDKB2;2,cyclin-dependent kinase B2;2,cyclin-dependent kinase B2;2,0,0,0,0,0,0,0
BraA07g015470.3C,AT1G20910,ARID3,AT RICH INTERACTION DOMAIN 3,ARID/BRIGHT DNA-binding domain-containing protein,0,0,0,0,0,0,0
BraA07g015480.3C,AT1G20900,AHL27,AT-hook motif nuclear-localized protein 27,Predicted AT-hook DNA-binding family protein,0,0,0,0,0,0,0
BraA07g015490.3C,AT1G20890,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015500.3C,AT1G20880,NA,NA,RNA-binding (RRM/RBD/RNP motifs) family protein,0,0,0,0,0,0,0
BraA07g015510.3C,AT1G20870,IDM3,Increased DNA Methylation 3,HSP20-like chaperones superfamily protein,0,0,0,0,0,0,0
BraA07g015520.3C,AT1G20850,XCP2,xylem cysteine peptidase 2,xylem cysteine peptidase 2,0,0,0,0,0,0,0
BraA07g015530.3C,AT1G20823,AtATL80,NA,RING/U-box superfamily protein,0,0,0,0,0,0,0
BraA07g015540.3C,AT2G07760,NA,NA,Zinc knuckle (CCHC-type) family protein,0,0,0,0,0,0,0
BraA07g015550.3C,AT1G20780,ATPUB44,ARABIDOPSIS THALIANA PLANT U-BOX 44,senescence-associated E3 ubiquitin ligase 1,0,0,0,0,0,0,0
BraA07g015560.3C,AT1G20770,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015570.3C,AT1G20760,AtEH1,Arabidopsis thaliana EH domain containing protein 1,Calcium-binding EF hand family protein,0,0,0,0,0,0,0
BraA07g015580.3C,AT1G20710,WOX10,WUSCHEL related homeobox 10,WUSCHEL related homeobox 10,0,0,0,0,0,0,0
BraA07g015590.3C,AT1G20693,HMG BETA 1,HIGH MOBILITY GROUP BETA 1,high mobility group B2,0,0,0,0,0,0,0
BraA07g015600.3C,AT1G20670,NA,NA,DNA-binding bromodomain-containing protein,0,0,0,0,0,0,0
BraA07g015610.3C,AT1G20670,NA,NA,DNA-binding bromodomain-containing protein,0,0,0,0,0,0,0
BraA07g015630.3C,AT1G20650,ASG5,ALTERED SEED GERMINATION 5,Protein kinase superfamily protein,0,0,0,0,0,0,0
BraA07g015640.3C,AT1G20640,NLP4,NIN-like protein 4,Plant regulator RWP-RK family protein,0,0,0,0,0,0,0
BraA07g015670.3C,AT1G20630,CAT1,catalase 1,catalase 1,0,0,0,0,0,0,0
BraA07g015680.3C,AT1G20620,ATCAT3,NA,catalase 3,0,0,0,0,0,0,0
BraA07g015690.3C,AT1G76340,GGLT1,GOLGI GDP-L-GALACTOSE TRANSPORTER1,golgi nucleotide sugar transporter 3,0,0,0,0,0,0,0
BraA07g015700.3C,AT1G20575,DPMS1,dolichol phosphate mannose synthase 1,Nucleotide-diphospho-sugar transferases superfamily protein,0,0,0,0,0,0,0
BraA07g015710.3C,AT1G20500,NA,NA,AMP-dependent synthetase and ligase family protein,0,0,0,0,0,0,0
BraA07g015720.3C,AT1G20500,NA,NA,AMP-dependent synthetase and ligase family protein,0,0,0,0,0,0,0
BraA07g015730.3C,AT1G20470,SAUR60,SMALL AUXIN UPREGULATED RNA 60,SAUR-like auxin-responsive protein family,0,0,0,0,0,0,0
BraA07g015740.3C,AT1G20440,AtCOR47,NA,cold-regulated 47,0,0,0,0,0,0,0
BraA07g015750.3C,AT1G20430,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015760.3C,AT1G20410,NA,NA,Pseudouridine synthase family protein,0,0,0,0,0,0,0
BraA07g015770.3C,AT3G05580,AUN1,ATUNIS1,Calcineurin-like metallo-phosphoesterase superfamily protein,0,0,0,0,0,0,0
BraA07g015790.3C,AT1G20340,DRT112,DNA-DAMAGE-REPAIR/TOLERATION PROTEIN 112,Cupredoxin superfamily protein,0,0,0,0,0,0,0
BraA07g015800.3C,AT1G20310,NA,NA,NA,0,0,0,0,0,0,0
BraA07g015810.3C,AT1G20290,NA,NA,SWI-SNF-related chromatin binding protein,0,0,0,0,0,0,0
BraA07g015820.3C,AT1G20260,AtVAB3,NA,"ATPase, V1 complex, subunit B protein",0,0,0,0,0,0,0
BraA07g015830.3C,AT1G20200,EMB2719,EMBRYO DEFECTIVE 2719,PAM domain (PCI/PINT associated module) protein,0,0,0,0,0,0,0
BraA07g015850.3C,AT1G20340,DRT112,DNA-DAMAGE-REPAIR/TOLERATION PROTEIN 112,Cupredoxin superfamily protein,0,0,0,0,0,0,0
BraA07g015860.3C,AT1G20290,NA,NA,SWI-SNF-related chromatin binding protein,0,0,0,0,0,0,0
BraA07g015870.3C,AT1G20260,AtVAB3,NA,"ATPase, V1 complex, subunit B protein",0,0,0,0,0,0,0
BraA07g015880.3C,AT1G20200,EMB2719,EMBRYO DEFECTIVE 2719,PAM domain (PCI/PINT associated module) protein,0,0,0,0,0,0,0
BraA07g015900.3C,AT2G01050,NA,NA,zinc ion binding;nucleic acid binding,0,0,0,0,0,0,0
BraA07g015910.3C,AT1G20190,ATEXP11,NA,expansin 11,0,0,0,0,0,0,0
BraA07g015920.3C,AT1G20150,NA,NA,Subtilisin-like serine endopeptidase family protein,0,0,0,0,0,0,0
BraA07g015930.3C,AT2G25700,ASK3,SKP1-like 3,SKP1-like 3,0,0,0,0,0,0,0
BraA07g015940.3C,AT2G25700,ASK3,SKP1-like 3,SKP1-like 3,0,0,0,0,0,0,0
BraA07g015950.3C,AT2G25700,ASK3,SKP1-like 3,SKP1-like 3,0,0,0,0,0,0,0
BraA07g015960.3C,AT1G20135,NA,NA,GDSL-like Lipase/Acylhydrolase family protein,0,0,0,0,0,0,0
BraA07g015970.3C,AT1G20120,NA,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,0,0,0,0,0,0,0
BraA07g015980.3C,AT1G20080,ATSYTB,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,0,0,0,0,0,0,0
BraA07g015990.3C,AT1G14350,AtMYB124,myb domain protein 124,Duplicated homeodomain-like superfamily protein,0,0,0,0,0,0,0
BraA07g016000.3C,AT1G20070,NA,NA,NA,0,0,0,0,0,0,0
BraA07g016010.3C,AT3G25940,NA,NA,NA,0,0,0,0,0,0,0
BraA07g016020.3C,AT1G20060,NA,NA,ATP binding microtubule motor family protein,0,0,0,0,0,0,0
BraA07g016030.3C,AT1G20050,HYD1,HYDRA1,"C-8,7 sterol isomerase",0,0,0,0,0,0,0
BraA07g016040.3C,AT1G20020,ATLFNR2,LEAF FNR 2,ferredoxin-NADP(+)-oxidoreductase 2,0,0,0,0,0,0,0
BraA07g016060.3C,AT1G19980,NA,NA,cytomatrix protein-related,0,0,0,0,0,0,0
BraA07g016070.3C,AT1G19970,NA,NA,ER lumen protein retaining receptor family protein,0,0,0,0,0,0,0
BraA07g016080.3C,AT1G19960,NA,NA,NA,0,0,0,0,0,0,0
BraA07g016100.3C,AT1G19940,AtGH9B5,glycosyl hydrolase 9B5,glycosyl hydrolase 9B5,0,0,0,0,0,0,0
BraA07g016110.3C,AT1G19910,ATVHA-C2,VACUOLAR-TYPE H+ ATPASE C2,"ATPase, F0/V0 complex, subunit C protein",0,0,0,0,0,0,0
BraA07g016130.3C,AT1G19900,NA,NA,glyoxal oxidase-related protein,0,0,0,0,0,0,0
BraA07g016140.3C,AT1G19900,NA,NA,glyoxal oxidase-related protein,0,0,0,0,0,0,0
BraA07g016150.3C,AT2G01410,NA,NA,NHL domain-containing protein,0,0,0,0,0,0,0
BraA07g016190.3C,AT1G19880,NA,NA,Regulator of chromosome condensation (RCC1) family protein,0,0,0,0,0,0,0
BraA07g016200.3C,AT1G19850,ARF5,AUXIN RESPONSE FACTOR 5,Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related,0,0,0,0,0,0,0
BraA07g016220.3C,AT1G19840,SAUR53,SMALL AUXIN UPREGULATED RNA 53,SAUR-like auxin-responsive protein family,0,0,0,0,0,0,0
BraA07g016230.3C,AT1G19650,NA,NA,Sec14p-like phosphatidylinositol transfer family protein,0,0,0,0,0,0,0
BraA07g016240.3C,AT1G19640,JMT,jasmonic acid carboxyl methyltransferase,jasmonic acid carboxyl methyltransferase,0,0,0,0,0,0,0
BraA07g016250.3C,AT1G19510,ATRL5,RAD-like 5,RAD-like 5,0,0,0,0,0,0,0
BraA07g016260.3C,AT2G19460,NA,NA,Protein of unknown function (DUF3511),0,0,0,0,0,0,0
BraA07g016270.3C,AT2G19410,NA,NA,U-box domain-containing protein kinase family protein,0,0,0,0,0,1,0
BraA07g016280.3C,AT2G19390,NA,NA,NA,0,0,0,0,0,0,0
BraA07g016290.3C,AT2G17750,NIP1,NEP-interacting protein 1,NEP-interacting protein 1,0,0,0,0,0,0,0
BraA07g016300.3C,AT3G55920,NA,NA,NA,0,0,0,0,0,0,0
BraA07g016320.3C,AT2G23460,ATXLG1,NA,extra-large G-protein 1,0,0,0,0,0,0,0
BraA07g016330.3C,AT4G24400,ATCIPK8,NA,CBL-interacting protein kinase 8,0,0,0,0,0,0,0
BraA07g016340.3C,AT2G48020,ZIF2,Zinc-Induced Facilitator 2,Major facilitator superfamily protein,0,0,0,0,0,0,0
BraA07g016350.3C,AT3G28430,GFS9,green fluorescent seed 9,NA,0,0,0,0,0,0,0
BraA07g016360.3C,AT5G17900,NA,NA,microfibrillar-associated protein-related,0,0,0,0,0,0,0
