AGI,IAA,X1,name,chrom,start,end,subject,At_symbol,At_full_name,At_gene_model_type,At_short_description,At_Curator_summary,At_Computational_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score
AT1G76790,down,30343,BraA07g040330.3C,A07,27377074,27378776,AT1G76790.1,IGMT5,indole glucosinolate O-methyltransferase 5,protein_coding,O-methyltransferase family protein,Encodes a protein with similarity to N-acetylserotonin O-methyltransferase (ASMT) but it does not have ASMT activity in vitro.,O-methyltransferase family protein;(source:Araport11),82.895,1064,179,1,43,1103,25,1088,0,1097
AT1G53903;AT1G53885,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT4G38620,down,26513,BraA06g044770.3C,A06,29036204,29037210,AT4G38620.1,ATMYB4,myb domain protein 4,protein_coding,myb domain protein 4,Encodes a R2R3 MYB protein which is involved in the response to UV-B.  It functions as a repressor of target gene expression.  One of its target genes encodes cinnamate 4-hydroxylase; mutants accumulate sinapate esters in their leaves. MYB4 binds to its own promoter and represses its own expression. Nuclear localization of MYB4 depends on the action of the beta importin SAD2. The mRNA is cell-to-cell mobile.,myb domain protein 4;(source:Araport11),87.458,885,75,6,1,885,1,849,0,1101
AT4G19530,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G74940,down,30179,BraA07g038650.3C,A07,26554732,26555555,AT1G74940.1,NA,NA,protein_coding,Protein of unknown function (DUF581),NA,"cyclin-dependent kinase, putative (DUF581);(source:Araport11)",81.548,672,97,4,1,648,1,669,0,659
AT3G43880,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G15100,down,23395,BraA06g011160.3C,A06,6043731,6044192,AT1G15100.1,RHA2A,RING-H2 finger A2A,protein_coding,RING-H2 finger A2A,Encodes a putative RING-H2 finger protein RHA2a.,RING-H2 finger A2A;(source:Araport11),81.529,471,75,3,1,462,1,468,9.2e-128,455
AT4G12510;AT4G12520,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G13420,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT3G45070;AT3G45080,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G31770,down,37016,BraA09g033430.3C,A09,26107260,26110891,AT1G31770.1,ABCG14,ATP-binding cassette G14,protein_coding,ATP-binding cassette 14,NA,ATP-binding cassette 14;(source:Araport11),90.349,1948,185,1,1,1948,1,1945,0,2664
AT3G20015,down,20672,BraA05g027250.3C,A05,20447281,20448684,AT3G20015.1,NA,NA,NA,NA,NA,NA,85.614,1425,172,6,1,1404,1,1413,0,1649
AT3G46130,down,24315,BraA06g020530.3C,A06,11918377,11919270,AT3G46130.1,ATMYB48,myb domain protein 48,protein_coding,myb domain protein 48,Encodes a putative transcription factor (MYB48) that functions to regulate flavonol biosynthesis primarily in cotyledons.,myb domain protein 48;(source:Araport11),85.31,742,78,5,1,714,33,771,0,852
AT3G28080,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT1G72510;AT2G09970,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT4G25250,down,14017,BraA03g052340.3C,A03,27051240,27051839,AT4G25250.1,PMEI4,pectinmethylesterase inhibitor 4,NA,NA,NA,NA,83.697,595,97,0,1,595,1,595,0,636
AT5G36180;AT1G73300,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT2G16190,down,35036,BraA09g010410.3C,A09,5999030,5999881,AT2G16190.1,NA,NA,protein_coding,NA,NA,hypothetical protein;(source:Araport11),74.026,616,142,4,218,830,290,890,2.12e-107,389
AT5G07580,down,43010,BraA10g029700.3C,A10,18907305,18907940,AT5G07580.1,DEWAX2,DECREASE WAX BIOSYNTHESIS2,protein_coding,Integrase-type DNA-binding superfamily protein,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",ethylene-responsive transcription factor;(source:Araport11),84.53,627,70,4,10,630,211,816,0,700
AT2G15050,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT5G27350,down,25448,BraA06g034090.3C,A06,23209132,23214239,AT5G27350.1,SFP1,NA,protein_coding,Major facilitator superfamily protein,Encodes a sugar-porter family protein that is induced during leaf senescence.  The increase in its gene expression during leaf senescence is paralleled by an accumulation of monosaccharides. The mRNA is cell-to-cell mobile.,Major facilitator superfamily protein;(source:Araport11),86.744,1388,181,1,1,1388,25,1409,0,1673
AT5G67280,down,27935,BraA07g016640.3C,A07,14610345,14613027,AT5G67280.1,RLK,receptor-like kinase,protein_coding,receptor-like kinase,NA,receptor-like kinase;(source:Araport11),86.259,2256,298,3,1,2247,4,2256,0,2668
AT4G18610,down,1057,BraA01g010130.3C,A01,5194327,5194914,AT4G18610.1,LSH9,LIGHT SENSITIVE HYPOCOTYLS 9,NA,NA,NA,NA,90.816,588,42,3,1,588,1,576,0,814
AT3G54770,down,38116,BraA09g045590.3C,A09,34807756,34810260,AT3G54770.1,ARP1,ABA-regulated RNA-binding protein 1,protein_coding,RNA-binding (RRM/RBD/RNP motifs) family protein,Encodes a putative RNA binding protein that is localized in the nucleus and affects ABA-regulated seed germination of Arabidopsis.,RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11),86.648,719,87,3,1,716,1,713,0,859
AT4G01450,down,6973,BraA02g026780.3C,A02,16140011,16141731,AT4G01450.2,UMAMIT30,Usually multiple acids move in and out Transporters 30,protein_coding,nodulin MtN21 /EamA-like transporter family protein,nodulin MtN21-like transporter family protein,nodulin MtN21 /EamA-like transporter family protein;(source:Araport11),83.838,1089,173,1,1,1089,1,1086,0,1169
AT5G03380,down,4403,BraA02g000900.3C,A02,483033,484894,AT5G03380.1,NA,NA,protein_coding,Heavy metal transport/detoxification superfamily protein,NA,Heavy metal transport/detoxification superfamily protein;(source:Araport11),82.634,1192,147,12,1,1147,1,1177,0,1216
AT1G74840,down,30170,BraA07g038560.3C,A07,26529428,26530422,AT1G74840.1,NA,NA,protein_coding,Homeodomain-like superfamily protein,NA,Homeodomain-like superfamily protein;(source:Araport11),77.882,746,117,9,35,732,53,798,1.3e-172,605
AT3G16560,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AT3G52370,down,15712,BraA04g007020.3C,A04,4812845,4814155,AT3G52370.1,FLA15,FASCICLIN-like arabinogalactan protein 15 precursor,protein_coding,NA,NA,FASCICLIN-like arabinogalactan protein 15 precursor;(source:Araport11),87.997,1258,139,3,11,1268,11,1256,0,1586
AT1G49500,down,20132,BraA05g019750.3C,A05,12713807,12713998,AT1G49500.1,NA,NA,protein_coding,NA,NA,transcription initiation factor TFIID subunit 1b-like protein;(source:Araport11),83.246,191,32,0,1,191,1,191,1.24e-51,201
AT4G26440,down,1789,BraA01g017130.3C,A01,9112493,9114333,AT4G26440.1,ATWRKY34,NA,NA,NA,NA,NA,77.726,1724,244,21,1,1603,1,1705,0,1409
AT4G19460,down,1129,BraA01g010800.3C,A01,5603062,5604546,AT4G19460.1,NA,NA,protein_coding,UDP-Glycosyltransferase superfamily protein,NA,UDP-Glycosyltransferase superfamily protein;(source:Araport11),89.785,1488,143,3,1,1485,70,1551,0,1994
AT2G23430,down,39001,BraA09g054240.3C,A09,39255144,39256108,AT2G23430.1,ICK1,NA,protein_coding,Cyclin-dependent kinase inhibitor family protein,Encodes a cyclin-dependent kinase inhibitor protein that functions as a negative regulator of cell division and promoter of endoreduplication.  A member of seven KRP genes found in Arabidopsis thaliana. Differential expression patterns for distinct KRPs were revealed by in situ hybridization. Both SKP2b and RKP appear to be involved in the degradation of KRP1.,Cyclin-dependent kinase inhibitor family protein;(source:Araport11),70.261,575,95,12,1,504,1,570,4.68e-75,280
